date,CVS
2021-05-03 04:24:22,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLBROOK HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WALTHAM WAREHAM WATERTOWN WAYLAND WELLESLEY WEST NEWTON WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WOBURN WORCESTER WRENTHAM 
2021-05-03 03:53:48,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLBROOK HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WALTHAM WAREHAM WATERTOWN WAYLAND WELLESLEY WEST NEWTON WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WOBURN WORCESTER WRENTHAM 
2021-05-03 03:45:27,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLBROOK HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WALTHAM WAREHAM WATERTOWN WAYLAND WELLESLEY WEST NEWTON WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WOBURN WORCESTER WRENTHAM 
2021-05-03 03:27:02,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLBROOK HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WALTHAM WAREHAM WATERTOWN WAYLAND WELLESLEY WEST NEWTON WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WOBURN WORCESTER WRENTHAM 
2021-05-03 02:56:30,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-03 02:26:16,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-03 01:53:53,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-03 01:39:44,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-03 01:06:02,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-03 00:45:29,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE BURLINGTON CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-03 00:01:38,Available ABINGTON AGAWAM ALLSTON AMHERST ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-02 23:44:20,Available ABINGTON AGAWAM ALLSTON AMHERST ARLINGTON ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-02 23:02:12,Available ABINGTON ACTON AGAWAM ALLSTON AMHERST ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LANESBOROUGH LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WILMINGTON WINCHESTER WINTHROP WORCESTER WRENTHAM 
2021-05-02 22:26:01,Available ABINGTON AGAWAM ALLSTON AMHERST ASHLAND ATTLEBORO BEDFORD BELCHERTOWN BELLINGHAM BELMONT BEVERLY BILLERICA BOSTON BOURNE BRAINTREE BRIGHTON BROCKTON BROOKLINE CAMBRIDGE CHATHAM CHELSEA CHESTNUT HILL CHICOPEE COHASSET CONCORD DANVERS DEDHAM DORCHESTER DRACUT EAST BOSTON EAST BRIDGEWATER EAST FALMOUTH EVERETT FALL RIVER FITCHBURG FOXBOROUGH FRAMINGHAM GEORGETOWN GLOUCESTER GRANBY GREENFIELD HADLEY HANOVER HANSON HARWICH HAVERHILL HINGHAM HOLLISTON HOLYOKE HUDSON HYANNIS IPSWICH KINGSTON LEOMINSTER LEXINGTON LONGMEADOW LOWELL LYNN MALDEN MARBLEHEAD MARLBOROUGH MASHPEE MATTAPAN MEDFIELD MEDFORD METHUEN MIDDLEBOROUGH MIDDLETON MILFORD MILLBURY MILLIS NEEDHAM NEW BEDFORD NEWBURYPORT NEWTON NORTH ANDOVER NORTH ATTLEBOROUGH NORTH DARTMOUTH NORTH EASTON NORTH GRAFTON NORTHAMPTON NORWELL ORLEANS PALMER PEABODY PLAINVILLE PLYMOUTH PROVINCETOWN QUINCY RANDOLPH READING REVERE ROSLINDALE ROWLEY SALEM SALISBURY SANDWICH SAUGUS SEEKONK SHARON SOMERVILLE SOUTH EASTON SOUTH HAMILTON SOUTH WEYMOUTH SOUTH YARMOUTH SOUTHBRIDGE SOUTHWICK SPRINGFIELD STONEHAM STOUGHTON STURBRIDGE SWANSEA TAUNTON WAREHAM WATERTOWN WAYLAND WELLESLEY WEST SPRINGFIELD WESTBOROUGH WESTFIELD WESTFORD WESTPORT WESTWOOD WEYMOUTH WILBRAHAM WINCHESTER WINTHROP WORCESTER WRENTHAM 
